account_id,symbol,trade_date,quantity,price
ACC-0002,SPY,2026-05-19,50,143.70
ACC-0002,TSM,2026-05-22,33,237.52
ACC-0002,SPY,2026-05-26,-40,150.36
ACC-0002,SPY,2026-05-27,-7,151.24
ACC-0002,XOM,2026-06-09,-30,276.38
ACC-0002,SPY,2026-06-12,-56,162.66
ACC-0002,XOM,2026-06-19,-26,296.10
ACC-0002,XOM,2026-06-22,-54,300.49
ACC-0003,PLTR,2025-06-05,-21,187.17
ACC-0003,UNH,2025-06-09,41,109.24
ACC-0003,MU,2025-06-12,41,165.37
ACC-0003,PLTR,2025-08-11,36,186.11
ACC-0003,UNH,2025-08-18,43,87.32
ACC-0003,PLTR,2025-09-22,26,207.31
ACC-0003,UNH,2025-11-06,59,78.37
ACC-0003,UNH,2025-11-18,-44,90.01
ACC-0003,PLTR,2026-01-13,26,196.25
ACC-0003,UNH,2026-02-13,-46,118.76
ACC-0003,PLTR,2026-02-17,13,186.84
ACC-0003,INTC,2026-03-02,1,230.16
ACC-0003,UNH,2026-04-17,-16,123.97
ACC-0003,UNH,2026-07-13,2,126.27
ACC-0003,PLTR,2026-07-28,13,211.47
ACC-0003,UNH,2026-08-28,-27,110.87
ACC-0004,PYPL,2025-06-05,-32,15.41
ACC-0004,PYPL,2025-06-06,-35,15.37
ACC-0004,SOXL,2025-06-13,-41,239.85
ACC-0004,PYPL,2025-06-16,-46,15.62
ACC-0004,PYPL,2025-06-25,-36,15.70
ACC-0004,SMCI,2025-06-30,-8,133.65
ACC-0004,SOXL,2025-07-01,-58,249.64
ACC-0004,PYPL,2025-07-07,19,14.44
ACC-0004,PYPL,2025-07-08,-48,14.68
ACC-0004,PYPL,2025-07-11,13,13.73
ACC-0004,PYPL,2025-07-16,-6,14.69
ACC-0004,SOXL,2025-07-17,24,253.66
ACC-0004,PYPL,2025-07-23,25,14.65
ACC-0004,PYPL,2025-08-04,-14,14.62
ACC-0004,SOXL,2025-08-06,-45,252.47
ACC-0004,PYPL,2025-08-07,-3,15.59
ACC-0004,PYPL,2025-08-13,-19,15.05
ACC-0004,PYPL,2025-08-14,-29,14.63
ACC-0004,PYPL,2025-08-18,1,14.70
ACC-0004,PYPL,2025-08-22,35,13.56
ACC-0004,PYPL,2025-09-01,24,13.81
ACC-0004,PYPL,2025-09-08,-10,14.37
ACC-0004,SOXL,2025-09-17,-15,223.64
ACC-0004,PYPL,2025-09-19,15,14.29
ACC-0004,SOXL,2025-09-24,44,223.31
ACC-0004,UBER,2025-10-02,-30,194.55
ACC-0004,XOM,2025-10-06,50,261.52
ACC-0004,SOXL,2025-10-10,20,229.48
ACC-0004,BA,2025-10-13,-37,329.26
ACC-0004,SOXL,2025-10-22,33,232.06
ACC-0004,SOXL,2025-10-27,36,222.13
ACC-0004,MSFT,2025-10-29,23,253.95
ACC-0004,SOXL,2025-11-04,-52,216.84
ACC-0004,SHOP,2025-11-05,-38,351.82
ACC-0004,SOXL,2025-11-12,33,210.60
ACC-0004,SOXL,2025-11-13,-40,220.88
ACC-0004,PYPL,2025-11-19,-56,14.40
ACC-0004,SOXL,2025-11-26,-53,235.37
ACC-0004,PYPL,2025-12-03,-2,14.37
ACC-0004,SOXL,2025-12-10,23,210.20
ACC-0004,SOXL,2025-12-16,-50,207.64
ACC-0004,SOXL,2025-12-18,-44,207.04
ACC-0004,PYPL,2026-01-12,29,13.67
ACC-0004,PYPL,2026-01-16,5,14.05
ACC-0004,PYPL,2026-01-20,23,13.91
ACC-0004,VRT,2026-01-28,-49,100.88
ACC-0004,PYPL,2026-02-16,-1,15.51
ACC-0004,SOXL,2026-03-04,-41,233.38
ACC-0004,PYPL,2026-03-12,-27,13.63
ACC-0004,SOXL,2026-03-17,-23,228.26
ACC-0004,PYPL,2026-04-14,-42,12.45
ACC-0004,PYPL,2026-04-16,-60,12.85
ACC-0004,SOXL,2026-04-17,-17,217.29
ACC-0004,SOXL,2026-04-21,-23,223.77
ACC-0004,SOXL,2026-05-05,44,230.68
ACC-0004,PYPL,2026-05-06,43,13.67
ACC-0004,MU,2026-05-25,-53,257.40
ACC-0004,SOXL,2026-05-26,-21,228.03
ACC-0004,SOXL,2026-06-15,-59,251.53
ACC-0004,SOXL,2026-07-06,45,236.20
ACC-0004,PLTR,2026-07-07,-57,190.65
ACC-0004,SOXL,2026-07-13,-34,220.11
ACC-0004,SOXL,2026-07-24,-13,217.86
ACC-0004,PYPL,2026-07-30,36,14.10
ACC-0004,PYPL,2026-08-11,-58,15.70
ACC-0004,PYPL,2026-08-12,16,15.13
ACC-0004,SOXL,2026-08-14,-26,222.04
ACC-0004,PYPL,2026-08-24,38,15.70
ACC-0004,MU,2026-09-01,5,218.72
ACC-0005,MRVL,2025-06-06,12,191.17
ACC-0005,XOM,2025-06-12,-27,289.64
ACC-0005,MRVL,2025-06-16,29,193.76
ACC-0005,MRVL,2025-06-20,-49,196.68
ACC-0005,XOM,2025-06-23,-40,284.15
ACC-0005,MRVL,2025-06-26,4,191.75
ACC-0005,XOM,2025-07-09,59,227.46
ACC-0005,RIVN,2025-07-25,-43,393.82
ACC-0005,XOM,2025-07-29,32,241.53
ACC-0005,XOM,2025-08-01,27,237.16
ACC-0005,XOM,2025-08-04,9,236.29
ACC-0005,MRVL,2025-08-11,50,176.44
ACC-0005,MRVL,2025-08-13,-7,181.02
ACC-0005,MRVL,2025-08-15,-46,180.46
ACC-0005,TSLA,2025-08-22,-21,173.54
ACC-0005,MU,2025-08-26,6,164.92
ACC-0005,XOM,2025-09-03,55,250.19
ACC-0005,MRVL,2025-09-05,60,163.98
ACC-0005,WMT,2025-09-12,-47,160.45
ACC-0005,MRVL,2025-10-03,-4,161.03
ACC-0005,MRVL,2025-10-09,-32,157.20
ACC-0005,MRVL,2025-10-16,-34,146.03
ACC-0005,TSLA,2025-10-17,15,209.42
ACC-0005,MRVL,2025-10-23,-3,150.69
ACC-0005,MRVL,2025-11-06,3,154.30
ACC-0005,MRVL,2025-11-07,-13,158.61
ACC-0005,TSLA,2025-11-13,-42,231.00
ACC-0005,XOM,2025-11-24,-13,296.90
ACC-0005,AMZN,2025-11-28,-1,127.70
ACC-0005,XOM,2025-12-03,16,301.03
ACC-0005,TSLA,2025-12-05,7,232.99
ACC-0005,XOM,2025-12-08,3,292.70
ACC-0005,TSLA,2025-12-10,37,235.58
ACC-0005,MRVL,2025-12-11,-24,176.48
ACC-0005,TSLA,2025-12-19,-10,233.70
ACC-0005,TSLA,2025-12-23,-33,242.54
ACC-0005,TSLA,2026-01-02,-32,263.94
ACC-0005,TSLA,2026-01-06,-10,265.13
ACC-0005,TSLA,2026-01-12,-43,270.23
ACC-0005,MRVL,2026-01-13,-53,158.32
ACC-0005,MRVL,2026-01-16,-53,154.69
ACC-0005,MRVL,2026-01-19,-1,156.01
ACC-0005,TSLA,2026-01-22,-10,257.82
ACC-0005,PYPL,2026-01-26,-1,15.61
ACC-0005,XOM,2026-02-04,6,298.84
ACC-0005,MRVL,2026-02-18,-28,167.57
ACC-0005,XOM,2026-03-02,-16,256.94
ACC-0005,MRVL,2026-03-04,-26,165.91
ACC-0005,XOM,2026-03-13,51,251.89
ACC-0005,TSLA,2026-03-25,26,215.18
ACC-0005,MRVL,2026-03-30,27,169.27
ACC-0005,TSLA,2026-04-01,53,220.57
ACC-0005,XOM,2026-04-06,20,235.12
ACC-0005,TSLA,2026-04-10,34,199.78
ACC-0005,MRVL,2026-04-14,48,172.79
ACC-0005,MRVL,2026-04-15,9,173.61
ACC-0005,XOM,2026-04-20,19,264.21
ACC-0005,MRVL,2026-05-04,-36,196.24
ACC-0005,XOM,2026-05-07,-21,282.84
ACC-0005,MU,2026-05-08,-13,244.17
ACC-0005,MRVL,2026-05-12,41,187.46
ACC-0006,MU,2025-06-16,45,170.47
ACC-0006,PLTR,2025-07-31,23,201.54
ACC-0006,RIVN,2025-09-17,26,366.65
ACC-0006,SHOP,2025-10-02,9,335.34
ACC-0006,RIVN,2025-10-23,14,408.79
ACC-0006,RIVN,2025-11-04,15,391.74
ACC-0006,PLTR,2025-12-09,43,196.35
ACC-0006,VRT,2026-01-20,36,95.34
ACC-0006,MU,2026-01-27,58,199.36
ACC-0006,RIVN,2026-03-13,50,479.53
ACC-0006,MU,2026-04-16,-46,220.86
ACC-0006,RIVN,2026-05-07,-3,421.82
ACC-0006,PLTR,2026-05-14,17,178.70
ACC-0006,RIVN,2026-06-05,-46,426.36
ACC-0006,RIVN,2026-06-11,-54,405.60
ACC-0006,PLTR,2026-07-15,-34,191.19
ACC-0006,PLTR,2026-07-27,-43,203.59
ACC-0006,MU,2026-08-28,1,218.90
ACC-0007,PYPL,2025-06-16,-46,15.62
ACC-0007,SOFI,2025-07-01,40,41.15
ACC-0007,SOFI,2025-07-10,-24,35.58
ACC-0007,PYPL,2025-08-18,12,14.64
ACC-0007,SOFI,2025-08-21,-4,39.49
ACC-0007,DIS,2025-08-22,24,260.80
ACC-0007,SOFI,2025-09-09,55,36.40
ACC-0007,PYPL,2025-09-15,-19,14.09
ACC-0007,PYPL,2025-09-22,-59,14.61
ACC-0007,PYPL,2025-09-25,-60,14.54
ACC-0007,PYPL,2025-09-26,-37,14.86
ACC-0007,SOFI,2025-10-02,-34,33.72
ACC-0007,PYPL,2025-10-07,-5,14.07
ACC-0007,PYPL,2025-10-09,-8,14.48
ACC-0007,PYPL,2025-10-22,-42,13.45
ACC-0007,INTC,2025-10-28,-2,217.13
ACC-0007,SOFI,2025-10-30,29,32.75
ACC-0007,SOFI,2025-11-06,-24,29.49
ACC-0007,SOFI,2025-12-03,-53,23.33
ACC-0007,PYPL,2025-12-29,57,13.83
ACC-0007,SOFI,2026-01-06,-58,21.53
ACC-0007,XOM,2026-01-30,12,296.60
ACC-0007,SOFI,2026-02-11,52,19.93
ACC-0007,VRT,2026-02-25,26,116.84
ACC-0007,PYPL,2026-03-12,42,13.55
ACC-0007,SOFI,2026-03-25,24,19.64
ACC-0007,SOFI,2026-04-10,-58,22.12
ACC-0007,SOFI,2026-04-16,-45,20.43
ACC-0007,SOFI,2026-04-24,-10,19.24
ACC-0007,PYPL,2026-04-27,48,12.98
ACC-0007,SOFI,2026-04-29,6,18.20
ACC-0007,DIS,2026-04-30,22,218.52
ACC-0007,SOFI,2026-05-13,7,19.20
ACC-0007,META,2026-05-27,-54,512.10
ACC-0007,SOFI,2026-06-04,14,18.20
ACC-0007,SOFI,2026-06-30,4,18.35
ACC-0007,PYPL,2026-07-07,34,14.23
ACC-0007,PYPL,2026-07-08,31,14.70
ACC-0007,SOFI,2026-07-24,9,17.90
ACC-0007,PYPL,2026-08-04,34,14.85
ACC-0007,ARM,2026-08-06,-19,188.59
ACC-0007,SHOP,2026-08-28,15,343.45
ACC-0008,PLTR,2025-06-04,12,185.71
ACC-0008,UBER,2025-06-10,1,194.93
ACC-0008,PYPL,2025-06-12,-55,15.78
ACC-0008,UBER,2025-06-24,-57,205.35
ACC-0008,PYPL,2025-07-03,-23,15.04
ACC-0008,UBER,2025-07-04,-51,202.07
ACC-0008,UBER,2025-07-18,-15,201.87
ACC-0008,SMCI,2025-07-23,52,146.64
ACC-0008,UBER,2025-08-12,-14,178.49
ACC-0008,UBER,2025-08-25,-34,185.46
ACC-0008,UBER,2025-08-28,-24,199.20
ACC-0008,PYPL,2025-09-05,-32,14.20
ACC-0008,WMT,2025-09-10,-12,165.52
ACC-0008,UBER,2025-09-15,-14,194.50
ACC-0008,UBER,2025-09-24,52,199.67
ACC-0008,PYPL,2025-09-25,-27,14.52
ACC-0008,PYPL,2025-09-29,-48,15.18
ACC-0008,CRWD,2025-10-06,46,381.55
ACC-0008,AVGO,2025-10-14,10,285.75
ACC-0008,PYPL,2025-10-15,50,14.05
ACC-0008,UBER,2025-10-28,12,199.40
ACC-0008,PYPL,2025-11-14,23,13.95
ACC-0008,PYPL,2025-11-24,33,14.83
ACC-0008,PYPL,2025-12-05,38,14.14
ACC-0008,UBER,2025-12-10,8,208.41
ACC-0008,PYPL,2025-12-22,8,15.21
ACC-0008,UBER,2026-01-08,-13,236.29
ACC-0008,UBER,2026-01-12,-28,233.79
ACC-0008,SOFI,2026-01-21,-3,22.17
ACC-0008,INTC,2026-01-26,-20,233.48
ACC-0008,UBER,2026-01-27,46,228.60
ACC-0008,UBER,2026-01-28,-13,230.50
ACC-0008,UBER,2026-02-13,41,253.22
ACC-0008,UBER,2026-02-16,36,252.04
ACC-0008,PYPL,2026-03-03,-45,14.27
ACC-0008,PYPL,2026-03-13,31,13.77
ACC-0008,TSM,2026-04-06,55,272.25
ACC-0008,AMZN,2026-04-07,-28,138.74
ACC-0008,UBER,2026-04-15,18,253.01
ACC-0008,PYPL,2026-04-22,-3,12.75
ACC-0008,UBER,2026-05-18,4,234.36
ACC-0008,UBER,2026-06-01,-30,227.79
ACC-0008,UBER,2026-06-03,-42,232.76
ACC-0008,PYPL,2026-06-04,11,12.90
ACC-0009,COIN,2025-06-03,53,394.45
ACC-0009,COIN,2025-06-19,-22,344.23
ACC-0009,META,2025-07-03,30,411.77
ACC-0009,META,2025-07-25,-33,405.56
ACC-0009,COIN,2025-08-07,-18,381.55
ACC-0009,META,2025-08-11,-37,405.17
ACC-0009,MU,2025-08-14,44,170.53
ACC-0009,COIN,2025-08-19,-54,391.42
ACC-0009,COIN,2025-09-25,-16,415.79
ACC-0009,QQQ,2025-09-26,-50,200.87
ACC-0009,COIN,2025-10-15,-22,360.84
ACC-0009,META,2025-11-03,-19,364.52
ACC-0009,META,2025-11-05,11,362.03
ACC-0009,COIN,2025-11-17,22,333.00
ACC-0009,COIN,2025-11-20,-10,326.41
ACC-0009,COIN,2025-11-21,-25,332.24
ACC-0009,META,2025-12-16,-52,414.45
ACC-0009,COIN,2025-12-17,11,274.20
ACC-0009,COIN,2025-12-25,-41,278.74
ACC-0009,META,2026-01-01,-56,459.99
ACC-0009,META,2026-03-23,39,578.31
ACC-0009,META,2026-03-31,7,568.00
ACC-0009,COIN,2026-05-11,-48,207.57
ACC-0009,META,2026-05-19,7,517.78
ACC-0009,META,2026-05-28,8,518.59
ACC-0009,COIN,2026-06-03,16,201.48
ACC-0009,COIN,2026-06-18,-39,215.32
ACC-0009,COIN,2026-06-26,-20,229.22
ACC-0009,META,2026-06-30,-24,473.81
ACC-0009,META,2026-07-09,19,514.31
ACC-0009,RIVN,2026-07-21,-24,426.86
ACC-0009,COIN,2026-08-19,44,236.96
ACC-0009,META,2026-08-25,52,525.27
ACC-0010,BA,2025-06-17,-38,358.06
ACC-0010,SOXL,2025-06-27,-54,249.34
ACC-0010,MU,2025-07-11,-45,160.32
ACC-0010,NVDA,2025-09-02,14,247.20
ACC-0010,MU,2025-12-22,-16,166.47
ACC-0010,MRVL,2025-12-29,16,175.62
ACC-0010,MU,2026-01-02,45,180.90
ACC-0010,NVDA,2026-01-05,-21,285.56
ACC-0010,UBER,2026-01-12,44,234.19
ACC-0010,NVDA,2026-02-02,-1,333.71
ACC-0010,NVDA,2026-02-17,47,374.74
ACC-0010,AMD,2026-03-05,46,23.64
ACC-0010,MU,2026-04-01,-29,200.10
ACC-0010,NVDA,2026-04-14,59,357.89
ACC-0010,COIN,2026-04-16,20,228.78
ACC-0010,MU,2026-04-23,-53,222.57
ACC-0010,MU,2026-05-06,20,235.29
ACC-0010,NVDA,2026-05-11,19,293.36
ACC-0010,NVDA,2026-05-20,15,299.51
ACC-0011,INTC,2025-06-02,17,202.69
ACC-0011,DIS,2025-06-05,-12,280.35
ACC-0011,DIS,2025-06-10,44,269.62
ACC-0011,UBER,2025-06-20,36,198.62
ACC-0011,WMT,2025-07-15,22,139.90
ACC-0011,DIS,2025-07-17,20,300.35
ACC-0011,SOFI,2025-07-18,-25,36.65
ACC-0011,SMCI,2025-07-24,16,145.95
ACC-0011,WMT,2025-07-25,-29,144.32
ACC-0011,WMT,2025-08-01,36,150.54
ACC-0011,DIS,2025-08-08,60,272.33
ACC-0011,WMT,2025-08-13,-22,154.35
ACC-0011,WMT,2025-08-29,-9,167.64
ACC-0011,DIS,2025-09-02,51,247.48
ACC-0011,WMT,2025-09-05,2,165.10
ACC-0011,WMT,2025-09-30,-7,150.47
ACC-0011,DIS,2025-10-08,-25,271.30
ACC-0011,WMT,2025-10-15,47,134.21
ACC-0011,DIS,2025-10-17,3,253.16
ACC-0011,WMT,2025-10-23,37,137.54
ACC-0011,WMT,2025-10-24,20,133.20
ACC-0011,WMT,2025-11-03,20,140.75
ACC-0011,WMT,2025-11-07,-2,144.45
ACC-0011,DIS,2025-11-10,-48,246.27
ACC-0011,DIS,2025-11-27,2,234.11
ACC-0011,WMT,2025-12-01,54,138.78
ACC-0011,WMT,2025-12-03,9,134.81
ACC-0011,SPY,2025-12-05,-32,169.58
ACC-0011,MSTR,2025-12-15,-58,61.94
ACC-0011,GOOGL,2026-01-06,-45,107.40
ACC-0011,WMT,2026-01-08,21,136.74
ACC-0011,DIS,2026-01-15,57,221.72
ACC-0011,SMCI,2026-01-20,-9,174.40
ACC-0011,WMT,2026-01-27,46,138.49
ACC-0011,DIS,2026-02-03,-14,183.47
ACC-0011,TSLA,2026-02-05,25,245.55
ACC-0011,WMT,2026-02-06,56,138.40
ACC-0011,DIS,2026-02-17,25,171.83
ACC-0011,WMT,2026-02-20,27,141.84
ACC-0011,UBER,2026-03-05,-27,250.79
ACC-0011,IREN,2026-03-17,-6,273.15
ACC-0011,DIS,2026-03-20,24,170.98
ACC-0011,DIS,2026-03-25,37,165.60
ACC-0011,UBER,2026-03-26,22,252.55
ACC-0011,DIS,2026-04-06,51,189.57
ACC-0011,WMT,2026-04-14,-45,117.96
ACC-0011,DIS,2026-04-15,5,195.95
ACC-0011,DIS,2026-04-20,-56,201.64
ACC-0011,DIS,2026-04-27,49,207.68
ACC-0011,MU,2026-05-04,-41,227.67
ACC-0011,DIS,2026-05-11,20,221.15
ACC-0011,XOM,2026-05-25,-38,282.62
ACC-0011,WMT,2026-06-05,31,140.97
ACC-0011,WMT,2026-06-11,35,141.43
ACC-0011,NVDA,2026-06-12,22,296.21
ACC-0011,DIS,2026-06-17,8,257.93
ACC-0011,DIS,2026-07-24,8,321.87
ACC-0011,TSM,2026-07-28,24,186.17
ACC-0011,COIN,2026-08-10,-60,223.54
ACC-0011,WMT,2026-08-12,23,141.20
ACC-0011,WMT,2026-08-14,34,138.01
ACC-0011,WMT,2026-08-17,-18,136.60
ACC-0011,DIS,2026-08-26,-38,340.35
ACC-0012,IREN,2025-06-17,60,201.81
ACC-0012,IREN,2025-07-07,-2,192.52
ACC-0012,VRT,2025-07-25,-32,118.71
ACC-0012,IREN,2025-07-29,-32,195.20
ACC-0012,VRT,2025-08-01,12,111.34
ACC-0012,SNAP,2025-08-06,18,14.06
ACC-0012,RIVN,2025-08-07,-57,398.88
ACC-0012,IREN,2025-08-14,-4,199.66
ACC-0012,TSLA,2025-08-15,-49,180.18
ACC-0012,IREN,2025-08-26,58,192.44
ACC-0012,VRT,2025-08-28,-59,101.13
ACC-0012,IREN,2025-08-29,37,198.48
ACC-0012,VRT,2025-09-02,-28,101.50
ACC-0012,IREN,2025-09-15,-24,184.90
ACC-0012,VRT,2025-09-18,59,102.65
ACC-0012,VRT,2025-10-07,-4,103.05
ACC-0012,IREN,2025-10-17,27,236.34
ACC-0012,VRT,2025-10-22,-37,102.81
ACC-0012,IREN,2025-10-23,47,230.77
ACC-0012,IREN,2025-10-28,54,217.21
ACC-0012,IREN,2025-10-29,35,219.64
ACC-0012,VRT,2025-11-17,-26,90.89
ACC-0012,VRT,2025-11-25,-59,83.81
ACC-0012,RIVN,2025-12-01,33,401.55
ACC-0012,VRT,2025-12-09,-5,84.99
ACC-0012,VRT,2025-12-10,21,84.83
ACC-0012,IREN,2025-12-18,-2,235.10
ACC-0012,MSTR,2026-01-01,-26,56.92
ACC-0012,VRT,2026-01-07,18,95.90
ACC-0012,AMZN,2026-01-08,-40,139.24
ACC-0012,VRT,2026-01-27,-36,101.46
ACC-0012,IREN,2026-02-03,-39,263.25
ACC-0012,IREN,2026-02-26,24,248.85
ACC-0012,VRT,2026-02-27,-49,117.28
ACC-0012,IREN,2026-03-12,51,266.44
ACC-0012,VRT,2026-03-16,-24,106.94
ACC-0012,IREN,2026-03-23,57,294.83
ACC-0012,BA,2026-04-03,-43,480.61
ACC-0012,VRT,2026-04-06,-27,118.20
ACC-0012,IREN,2026-04-08,42,315.98
ACC-0012,IREN,2026-04-10,-47,315.47
ACC-0012,TSM,2026-05-19,-1,246.17
ACC-0012,IREN,2026-05-27,-37,300.68
ACC-0012,VRT,2026-07-06,49,94.26
ACC-0012,VRT,2026-07-14,-41,90.83
ACC-0012,VRT,2026-07-27,25,89.01
ACC-0012,VRT,2026-07-28,59,90.74
ACC-0012,IREN,2026-08-03,35,307.06
ACC-0012,VRT,2026-08-07,22,85.96
ACC-0012,MSTR,2026-08-10,5,69.56
ACC-0012,VRT,2026-08-18,2,83.93
ACC-0012,AVGO,2026-08-25,23,212.13
ACC-0013,MSTR,2025-06-05,-10,53.31
ACC-0013,TSLA,2025-06-30,-4,185.72
ACC-0013,PYPL,2025-07-07,-15,14.43
ACC-0013,TSLA,2025-07-09,-51,171.01
ACC-0013,TSLA,2025-07-16,7,174.27
ACC-0013,TSLA,2025-07-22,31,179.46
ACC-0013,MSTR,2025-07-30,-22,66.68
ACC-0013,PYPL,2025-08-20,41,14.67
ACC-0013,PYPL,2025-09-22,-2,14.69
ACC-0013,MSTR,2025-10-07,21,66.34
ACC-0013,PYPL,2025-10-15,53,14.06
ACC-0013,MU,2025-10-23,-25,175.56
ACC-0013,SNAP,2025-11-04,-34,15.37
ACC-0013,PYPL,2025-11-07,-21,13.91
ACC-0013,TSLA,2025-11-20,-48,235.98
ACC-0013,TSLA,2025-11-25,-27,233.01
ACC-0013,MSTR,2025-11-27,-32,67.49
ACC-0013,MSTR,2025-12-24,-31,55.51
ACC-0013,DIS,2026-01-07,-11,233.41
ACC-0013,TSLA,2026-01-08,-31,267.60
ACC-0013,MSTR,2026-01-19,43,58.88
ACC-0013,MSTR,2026-02-11,5,58.84
ACC-0013,AMD,2026-04-01,-44,26.64
ACC-0013,PYPL,2026-04-06,34,12.79
ACC-0013,PYPL,2026-04-22,-11,12.76
ACC-0013,MSTR,2026-05-19,20,69.86
ACC-0013,TSLA,2026-05-21,31,239.76
ACC-0013,TSLA,2026-05-27,10,222.93
ACC-0013,PYPL,2026-06-03,15,12.56
ACC-0013,VRT,2026-06-17,-58,98.64
ACC-0013,MSTR,2026-07-08,51,70.49
ACC-0013,PYPL,2026-07-10,6,14.85
ACC-0013,PYPL,2026-07-17,56,14.46
ACC-0013,MSTR,2026-07-22,-33,69.32
ACC-0013,PYPL,2026-07-24,56,13.63
ACC-0013,MSTR,2026-08-04,20,69.07
ACC-0013,TSLA,2026-08-06,-15,286.44
ACC-0013,MSTR,2026-08-20,51,69.98
ACC-0013,PYPL,2026-08-28,-48,15.63
ACC-0013,PYPL,2026-09-01,34,14.62
ACC-0013,MSTR,2026-09-03,-31,68.96
ACC-0014,SMCI,2025-06-24,37,133.79
ACC-0014,COIN,2025-07-03,-8,363.57
ACC-0014,COIN,2025-07-07,47,373.69
ACC-0014,COIN,2025-07-31,53,390.18
ACC-0014,SMCI,2025-08-04,-35,154.56
ACC-0014,NVDA,2025-08-20,40,258.81
ACC-0014,COIN,2025-09-03,36,431.80
ACC-0014,SMCI,2025-09-05,4,181.83
ACC-0014,SMCI,2025-09-09,-40,180.07
ACC-0014,SMCI,2025-09-23,-3,170.93
ACC-0014,SMCI,2025-09-25,-18,174.60
ACC-0014,COIN,2025-10-03,-39,398.47
ACC-0014,SMCI,2025-10-10,-50,150.45
ACC-0014,NVDA,2025-11-17,-6,271.88
ACC-0014,COIN,2025-12-01,55,319.21
ACC-0014,COIN,2025-12-16,-19,281.48
ACC-0014,SMCI,2025-12-30,32,159.85
ACC-0014,SMCI,2026-01-02,-32,164.79
ACC-0014,COIN,2026-01-07,39,272.77
ACC-0014,COIN,2026-01-12,-24,264.86
ACC-0014,SMCI,2026-02-16,-21,183.05
ACC-0014,COIN,2026-03-17,-38,243.76
ACC-0014,DIS,2026-04-09,-42,189.76
ACC-0014,SMCI,2026-04-22,13,178.27
ACC-0014,COIN,2026-04-23,-60,222.38
ACC-0014,COIN,2026-06-03,56,201.39
ACC-0014,COIN,2026-06-08,-41,212.26
ACC-0014,NVDA,2026-06-10,33,312.81
ACC-0014,SOXL,2026-09-04,33,198.88
ACC-0015,DIS,2025-07-11,8,292.54
ACC-0015,AMD,2025-07-17,57,25.31
ACC-0015,SHOP,2025-07-21,-36,350.17
ACC-0015,DIS,2025-08-25,40,256.81
ACC-0015,AMD,2025-08-29,32,22.04
ACC-0015,DIS,2025-09-18,-34,272.74
ACC-0015,NFLX,2025-11-24,11,204.65
ACC-0015,AMD,2025-11-25,-34,27.17
ACC-0015,DIS,2025-12-10,36,223.37
ACC-0015,DIS,2025-12-22,49,235.55
ACC-0015,IREN,2026-01-15,-3,237.95
ACC-0015,DIS,2026-01-16,-45,215.62
ACC-0015,DIS,2026-03-06,-22,179.93
ACC-0015,MU,2026-03-25,-60,192.74
ACC-0015,DIS,2026-04-15,-3,197.24
ACC-0015,DIS,2026-05-15,-23,222.08
ACC-0015,DIS,2026-05-21,-17,203.96
