symbol,date,close
AAPL,2025-09-09,107.43
AAPL,2025-09-10,108.17
AAPL,2025-09-11,106.56
AAPL,2025-09-12,104.15
AAPL,2025-09-15,106.16
AAPL,2025-09-16,108.48
AAPL,2025-09-17,108.79
AAPL,2025-09-18,109.31
AAPL,2025-09-19,110.23
AAPL,2025-09-22,113.72
AAPL,2025-09-23,115.10
AAPL,2025-09-24,116.27
AAPL,2025-09-25,117.52
AAPL,2025-09-26,113.81
AAPL,2025-09-29,116.70
AAPL,2025-09-30,118.91
AAPL,2025-10-01,120.14
AAPL,2025-10-02,115.37
AAPL,2025-10-03,113.88
AAPL,2025-10-06,115.78
AAPL,2025-10-07,111.56
AAPL,2025-10-08,111.12
AAPL,2025-10-09,113.36
AAPL,2025-10-10,110.37
AAPL,2025-10-13,113.90
AAPL,2025-10-14,115.13
AAPL,2025-10-15,114.76
AAPL,2025-10-16,115.48
AAPL,2025-10-17,116.95
AAPL,2025-10-20,117.21
AAPL,2025-10-21,119.87
AAPL,2025-10-22,118.26
AAPL,2025-10-23,117.25
AAPL,2025-10-24,119.67
AAPL,2025-10-27,119.71
AAPL,2025-10-28,117.57
AAPL,2025-10-29,119.77
AAPL,2025-10-30,123.25
AAPL,2025-10-31,122.13
AAPL,2025-11-03,118.73
AAPL,2025-11-04,118.39
AAPL,2025-11-05,118.01
AAPL,2025-11-06,117.28
AAPL,2025-11-07,120.55
AAPL,2025-11-10,118.05
AAPL,2025-11-11,121.00
AAPL,2025-11-12,117.90
AAPL,2025-11-13,116.02
AAPL,2025-11-14,117.46
AAPL,2025-11-17,120.09
AAPL,2025-11-18,122.12
AAPL,2025-11-19,122.94
AAPL,2025-11-20,123.26
AAPL,2025-11-21,123.61
AAPL,2025-11-24,125.01
AAPL,2025-11-25,124.54
AAPL,2025-11-26,125.20
AAPL,2025-11-27,126.61
AAPL,2025-11-28,126.58
AAPL,2025-12-01,128.49
AAPL,2025-12-02,129.92
AAPL,2025-12-03,135.11
AAPL,2025-12-04,135.96
AAPL,2025-12-05,134.77
AAPL,2025-12-08,133.73
AAPL,2025-12-09,133.67
AAPL,2025-12-10,136.11
AAPL,2025-12-11,135.16
AAPL,2025-12-12,136.18
AAPL,2025-12-15,141.15
AAPL,2025-12-16,133.88
AAPL,2025-12-17,130.84
AAPL,2025-12-18,131.45
AAPL,2025-12-19,132.47
AAPL,2025-12-22,133.07
AAPL,2025-12-23,131.90
AAPL,2025-12-24,133.60
AAPL,2025-12-25,134.32
AAPL,2025-12-26,132.89
AAPL,2025-12-29,139.32
AAPL,2025-12-30,140.28
AAPL,2025-12-31,138.69
AAPL,2026-01-01,138.38
AAPL,2026-01-02,137.73
AAPL,2026-01-05,137.53
AAPL,2026-01-06,129.99
AAPL,2026-01-07,128.70
AAPL,2026-01-08,131.27
AAPL,2026-01-09,128.17
AAPL,2026-01-12,127.97
AAPL,2026-01-13,130.38
AAPL,2026-01-14,132.59
AAPL,2026-01-15,136.51
AAPL,2026-01-16,131.84
AAPL,2026-01-19,130.88
AAPL,2026-01-20,129.96
AAPL,2026-01-21,131.55
AAPL,2026-01-22,134.39
AAPL,2026-01-23,127.15
AAPL,2026-01-26,129.89
AAPL,2026-01-27,126.10
AAPL,2026-01-28,127.80
AAPL,2026-01-29,123.96
AAPL,2026-01-30,124.36
AAPL,2026-02-02,127.31
AAPL,2026-02-03,126.90
AAPL,2026-02-04,127.36
AAPL,2026-02-05,129.36
AAPL,2026-02-06,129.70
AAPL,2026-02-09,129.44
AAPL,2026-02-10,133.38
AAPL,2026-02-11,136.15
AAPL,2026-02-12,135.32
AAPL,2026-02-13,142.72
AAPL,2026-02-16,139.41
AAPL,2026-02-17,141.93
AAPL,2026-02-18,141.15
AAPL,2026-02-19,141.49
AAPL,2026-02-20,143.45
AAPL,2026-02-23,144.06
AAPL,2026-02-24,145.87
AAPL,2026-02-25,141.38
AAPL,2026-02-26,137.08
AAPL,2026-02-27,138.74
AAPL,2026-03-02,136.04
AAPL,2026-03-03,133.21
AAPL,2026-03-04,129.27
AAPL,2026-03-05,132.51
AAPL,2026-03-06,134.46
AAPL,2026-03-09,138.39
AAPL,2026-03-10,135.77
AAPL,2026-03-11,135.74
AAPL,2026-03-12,132.62
AAPL,2026-03-13,134.62
AAPL,2026-03-16,138.87
AAPL,2026-03-17,136.37
AAPL,2026-03-18,140.59
AAPL,2026-03-19,143.34
AAPL,2026-03-20,142.80
AAPL,2026-03-23,137.13
AAPL,2026-03-24,140.96
AAPL,2026-03-25,140.66
AAPL,2026-03-26,138.93
AAPL,2026-03-27,140.01
AAPL,2026-03-30,141.13
AAPL,2026-03-31,145.33
AAPL,2026-04-01,142.33
AAPL,2026-04-02,145.53
AAPL,2026-04-03,149.83
AAPL,2026-04-06,154.15
AAPL,2026-04-07,153.56
AAPL,2026-04-08,151.24
AAPL,2026-04-09,154.29
AAPL,2026-04-10,154.61
AAPL,2026-04-13,154.96
AAPL,2026-04-14,159.34
AAPL,2026-04-15,158.47
AAPL,2026-04-16,151.15
AAPL,2026-04-17,149.95
AAPL,2026-04-20,144.36
AAPL,2026-04-21,146.69
AAPL,2026-04-22,147.59
AAPL,2026-04-23,145.75
AAPL,2026-04-24,145.69
AAPL,2026-04-27,148.08
AAPL,2026-04-28,148.29
AAPL,2026-04-29,152.19
AAPL,2026-04-30,151.97
AAPL,2026-05-01,155.10
AAPL,2026-05-04,159.69
AAPL,2026-05-05,164.80
AAPL,2026-05-06,162.55
AAPL,2026-05-07,165.37
AAPL,2026-05-08,159.13
AAPL,2026-05-11,155.65
AAPL,2026-05-12,149.50
AAPL,2026-05-13,152.67
AAPL,2026-05-14,148.87
AAPL,2026-05-15,148.80
AAPL,2026-05-18,148.20
AAPL,2026-05-19,148.08
AAPL,2026-05-20,146.29
AAPL,2026-05-21,146.95
AAPL,2026-05-22,152.18
AAPL,2026-05-25,152.28
AAPL,2026-05-26,153.86
AAPL,2026-05-27,156.91
AAPL,2026-05-28,156.25
AAPL,2026-05-29,152.28
AAPL,2026-06-01,150.56
AAPL,2026-06-02,153.76
AAPL,2026-06-03,148.66
AAPL,2026-06-04,146.85
AAPL,2026-06-05,149.78
AAPL,2026-06-08,152.12
AAPL,2026-06-09,152.11
AAPL,2026-06-10,154.53
AAPL,2026-06-11,155.00
AAPL,2026-06-12,151.32
AAPL,2026-06-15,146.55
AAPL,2026-06-16,144.65
AAPL,2026-06-17,147.28
AAPL,2026-06-18,145.58
AAPL,2026-06-19,142.93
AAPL,2026-06-22,140.69
AAPL,2026-06-23,136.35
AAPL,2026-06-24,136.00
AAPL,2026-06-25,132.76
AAPL,2026-06-26,133.70
AAPL,2026-06-29,127.36
AAPL,2026-06-30,128.17
AAPL,2026-07-01,126.49
AAPL,2026-07-02,121.55
AAPL,2026-07-03,123.29
AAPL,2026-07-06,122.58
AAPL,2026-07-07,117.09
AAPL,2026-07-08,115.01
AAPL,2026-07-09,115.66
AAPL,2026-07-10,114.57
AAPL,2026-07-13,116.33
AAPL,2026-07-14,118.05
AAPL,2026-07-15,119.59
AAPL,2026-07-16,120.35
AAPL,2026-07-17,123.53
AAPL,2026-07-20,125.14
AAPL,2026-07-21,126.24
AAPL,2026-07-22,120.95
AAPL,2026-07-23,123.09
AAPL,2026-07-24,126.29
AAPL,2026-07-27,125.51
AAPL,2026-07-28,124.30
AAPL,2026-07-29,129.10
AAPL,2026-07-30,124.53
AAPL,2026-07-31,125.67
AAPL,2026-08-03,131.74
AAPL,2026-08-04,129.26
AAPL,2026-08-05,131.02
AAPL,2026-08-06,135.93
AAPL,2026-08-07,135.58
AAPL,2026-08-10,137.07
AAPL,2026-08-11,139.51
AAPL,2026-08-12,136.96
AAPL,2026-08-13,136.68
AAPL,2026-08-14,137.45
AAPL,2026-08-17,139.69
AAPL,2026-08-18,139.56
AAPL,2026-08-19,138.99
AAPL,2026-08-20,136.13
AAPL,2026-08-21,135.13
AAPL,2026-08-24,137.51
AAPL,2026-08-25,137.76
AAPL,2026-08-26,135.37
AAPL,2026-08-27,133.07
AAPL,2026-08-28,140.13
AAPL,2026-08-31,143.30
AAPL,2026-09-01,145.09
AAPL,2026-09-02,137.54
AAPL,2026-09-03,139.22
AAPL,2026-09-04,140.53
AMD,2025-06-02,23.50
AMD,2025-06-03,23.76
AMD,2025-06-04,22.85
AMD,2025-06-05,23.33
AMD,2025-06-06,23.49
AMD,2025-06-09,23.18
AMD,2025-06-10,23.80
AMD,2025-06-11,24.68
AMD,2025-06-12,24.00
AMD,2025-06-13,23.69
AMD,2025-06-16,23.84
AMD,2025-06-17,23.94
AMD,2025-06-18,23.77
AMD,2025-06-19,23.32
AMD,2025-06-20,24.32
AMD,2025-06-23,24.83
AMD,2025-06-24,24.25
AMD,2025-06-25,23.61
AMD,2025-06-26,24.43
AMD,2025-06-27,24.93
AMD,2025-06-30,25.85
AMD,2025-07-01,26.28
AMD,2025-07-02,25.84
AMD,2025-07-03,25.99
AMD,2025-07-04,24.88
AMD,2025-07-07,24.52
AMD,2025-07-08,24.50
AMD,2025-07-09,24.77
AMD,2025-07-10,24.42
AMD,2025-07-11,24.38
AMD,2025-07-14,24.61
AMD,2025-07-15,24.81
AMD,2025-07-16,25.14
AMD,2025-07-17,25.26
AMD,2025-07-18,25.11
AMD,2025-07-21,25.52
AMD,2025-07-22,25.56
AMD,2025-07-23,25.15
AMD,2025-07-24,24.85
AMD,2025-07-25,24.86
AMD,2025-07-28,24.82
AMD,2025-07-29,24.91
AMD,2025-07-30,24.93
AMD,2025-07-31,25.03
AMD,2025-08-01,24.97
AMD,2025-08-04,24.36
AMD,2025-08-05,24.58
AMD,2025-08-06,25.11
AMD,2025-08-07,25.34
AMD,2025-08-08,25.26
AMD,2025-08-11,25.49
AMD,2025-08-12,25.02
AMD,2025-08-13,24.08
AMD,2025-08-14,24.12
AMD,2025-08-15,23.69
AMD,2025-08-18,24.05
AMD,2025-08-19,23.54
AMD,2025-08-20,22.32
AMD,2025-08-21,21.86
AMD,2025-08-22,22.57
AMD,2025-08-25,22.41
AMD,2025-08-26,21.80
AMD,2025-08-27,21.48
AMD,2025-08-28,21.72
AMD,2025-08-29,21.95
AMD,2025-09-01,22.03
AMD,2025-09-02,22.70
AMD,2025-09-03,23.03
AMD,2025-09-04,23.04
AMD,2025-09-05,23.32
AMD,2025-09-08,24.11
AMD,2025-09-09,24.59
AMD,2025-09-10,25.11
AMD,2025-09-11,24.57
AMD,2025-09-12,24.52
AMD,2025-09-15,24.89
AMD,2025-09-16,24.75
AMD,2025-09-17,25.29
AMD,2025-09-18,25.61
AMD,2025-09-19,26.09
AMD,2025-09-22,25.99
AMD,2025-09-23,27.33
AMD,2025-09-24,28.02
AMD,2025-09-25,27.92
AMD,2025-09-26,27.98
AMD,2025-09-29,29.45
AMD,2025-09-30,29.26
AMD,2025-10-01,29.79
AMD,2025-10-02,30.39
AMD,2025-10-03,30.41
AMD,2025-10-06,29.72
AMD,2025-10-07,29.84
AMD,2025-10-08,30.07
AMD,2025-10-09,30.77
AMD,2025-10-10,31.27
AMD,2025-10-13,31.30
AMD,2025-10-14,31.85
AMD,2025-10-15,32.21
AMD,2025-10-16,32.36
AMD,2025-10-17,32.41
AMD,2025-10-20,32.27
AMD,2025-10-21,32.73
AMD,2025-10-22,32.06
AMD,2025-10-23,31.68
AMD,2025-10-24,31.70
AMD,2025-10-27,30.78
AMD,2025-10-28,30.53
AMD,2025-10-29,29.32
AMD,2025-10-30,28.94
AMD,2025-10-31,29.28
AMD,2025-11-03,29.63
AMD,2025-11-04,29.61
AMD,2025-11-05,29.49
AMD,2025-11-06,28.67
AMD,2025-11-07,29.73
AMD,2025-11-10,30.06
AMD,2025-11-11,30.73
AMD,2025-11-12,30.21
AMD,2025-11-13,30.11
AMD,2025-11-14,29.03
AMD,2025-11-17,29.50
AMD,2025-11-18,30.07
AMD,2025-11-19,28.94
AMD,2025-11-20,28.93
AMD,2025-11-21,29.31
AMD,2025-11-24,28.29
AMD,2025-11-25,27.27
AMD,2025-11-26,26.71
AMD,2025-11-27,26.38
AMD,2025-11-28,25.66
AMD,2025-12-01,25.69
AMD,2025-12-02,25.83
AMD,2025-12-03,26.17
AMD,2025-12-04,26.55
AMD,2025-12-05,27.36
AMD,2025-12-08,28.02
AMD,2025-12-09,27.30
AMD,2025-12-10,27.03
AMD,2025-12-11,26.48
AMD,2025-12-12,25.92
AMD,2025-12-15,25.89
AMD,2025-12-16,25.91
AMD,2025-12-17,26.18
AMD,2025-12-18,25.36
AMD,2025-12-19,24.75
AMD,2025-12-22,24.75
AMD,2025-12-23,24.66
AMD,2025-12-24,24.52
AMD,2025-12-25,24.50
AMD,2025-12-26,24.14
AMD,2025-12-29,24.50
AMD,2025-12-30,24.68
AMD,2025-12-31,24.65
AMD,2026-01-01,24.33
AMD,2026-01-02,24.26
AMD,2026-01-05,22.95
AMD,2026-01-06,22.52
AMD,2026-01-07,22.55
AMD,2026-01-08,21.88
AMD,2026-01-09,21.98
AMD,2026-01-12,22.05
AMD,2026-01-13,21.46
AMD,2026-01-14,21.36
AMD,2026-01-15,21.24
AMD,2026-01-16,21.45
AMD,2026-01-19,21.72
AMD,2026-01-20,21.72
AMD,2026-01-21,21.36
AMD,2026-01-22,21.31
AMD,2026-01-23,21.29
AMD,2026-01-26,21.62
AMD,2026-01-27,21.75
AMD,2026-01-28,21.45
AMD,2026-01-29,20.88
AMD,2026-01-30,20.74
AMD,2026-02-02,20.44
AMD,2026-02-03,20.00
AMD,2026-02-04,19.96
AMD,2026-02-05,19.78
AMD,2026-02-06,19.83
AMD,2026-02-09,20.05
AMD,2026-02-10,19.89
AMD,2026-02-11,20.83
AMD,2026-02-12,20.71
AMD,2026-02-13,21.17
AMD,2026-02-16,21.24
AMD,2026-02-17,21.72
AMD,2026-02-18,20.70
AMD,2026-02-19,20.40
AMD,2026-02-20,20.51
AMD,2026-02-23,20.77
AMD,2026-02-24,21.75
AMD,2026-02-25,21.90
AMD,2026-02-26,22.48
AMD,2026-02-27,22.83
AMD,2026-03-02,23.28
AMD,2026-03-03,23.53
AMD,2026-03-04,23.47
AMD,2026-03-05,23.72
AMD,2026-03-06,23.22
AMD,2026-03-09,23.78
AMD,2026-03-10,23.31
AMD,2026-03-11,23.44
AMD,2026-03-12,24.44
AMD,2026-03-13,24.35
AMD,2026-03-16,24.37
AMD,2026-03-17,24.95
AMD,2026-03-18,24.98
AMD,2026-03-19,24.59
AMD,2026-03-20,24.73
AMD,2026-03-23,25.03
AMD,2026-03-24,25.40
AMD,2026-03-25,25.02
AMD,2026-03-26,25.91
AMD,2026-03-27,26.79
AMD,2026-03-30,26.81
AMD,2026-03-31,26.97
AMD,2026-04-01,26.75
AMD,2026-04-02,27.52
AMD,2026-04-03,27.15
AMD,2026-04-06,27.53
AMD,2026-04-07,27.28
AMD,2026-04-08,26.92
AMD,2026-04-09,27.32
AMD,2026-04-10,28.06
AMD,2026-04-13,28.07
AMD,2026-04-14,27.71
AMD,2026-04-15,28.17
AMD,2026-04-16,28.16
AMD,2026-04-17,28.35
AMD,2026-04-20,29.23
AMD,2026-04-21,29.90
AMD,2026-04-22,29.61
AMD,2026-04-23,30.98
AMD,2026-04-24,30.99
AMD,2026-04-27,31.50
AMD,2026-04-28,31.11
AMD,2026-04-29,31.10
AMD,2026-04-30,30.02
AMD,2026-05-01,31.11
AMD,2026-05-04,31.98
AMD,2026-05-05,31.22
AMD,2026-05-06,30.30
AMD,2026-05-07,29.33
AMD,2026-05-08,30.04
AMD,2026-05-11,29.78
AMD,2026-05-12,29.76
AMD,2026-05-13,29.59
AMD,2026-05-14,29.53
AMD,2026-05-15,28.90
AMD,2026-05-18,28.93
AMD,2026-05-19,28.12
AMD,2026-05-20,28.09
AMD,2026-05-21,28.28
AMD,2026-05-22,28.56
AMD,2026-05-25,28.44
AMD,2026-05-26,27.94
AMD,2026-05-27,28.05
AMD,2026-05-28,27.79
AMD,2026-05-29,28.67
AMD,2026-06-01,29.13
AMD,2026-06-02,29.08
AMD,2026-06-03,28.82
AMD,2026-06-04,28.43
AMD,2026-06-05,27.91
AMD,2026-06-08,27.73
AMD,2026-06-09,27.91
AMD,2026-06-10,28.21
AMD,2026-06-11,28.55
AMD,2026-06-12,29.76
AMD,2026-06-15,29.36
AMD,2026-06-16,29.38
AMD,2026-06-17,31.04
AMD,2026-06-18,29.90
AMD,2026-06-19,29.60
AMD,2026-06-22,29.72
AMD,2026-06-23,29.82
AMD,2026-06-24,30.08
AMD,2026-06-25,29.96
AMD,2026-06-26,30.19
AMD,2026-06-29,30.24
AMD,2026-06-30,30.72
AMD,2026-07-01,29.58
AMD,2026-07-02,29.07
AMD,2026-07-03,29.08
AMD,2026-07-06,28.50
AMD,2026-07-07,27.92
AMD,2026-07-08,28.28
AMD,2026-07-09,27.93
AMD,2026-07-10,28.30
AMD,2026-07-13,28.74
AMD,2026-07-14,28.93
AMD,2026-07-15,29.24
AMD,2026-07-16,29.19
AMD,2026-07-17,28.39
AMD,2026-07-20,28.38
AMD,2026-07-21,28.66
AMD,2026-07-22,28.37
AMD,2026-07-23,28.33
AMD,2026-07-24,28.77
AMD,2026-07-27,28.28
AMD,2026-07-28,28.65
AMD,2026-07-29,29.74
AMD,2026-07-30,29.42
AMD,2026-07-31,29.53
AMD,2026-08-03,29.45
AMD,2026-08-04,30.38
AMD,2026-08-05,30.58
AMD,2026-08-06,31.15
AMD,2026-08-07,30.74
AMD,2026-08-10,30.74
AMD,2026-08-11,30.75
AMD,2026-08-12,29.68
AMD,2026-08-13,30.55
AMD,2026-08-14,31.11
AMD,2026-08-17,30.04
AMD,2026-08-18,30.51
AMD,2026-08-19,30.44
AMD,2026-08-20,30.73
AMD,2026-08-21,30.97
AMD,2026-08-24,30.06
AMD,2026-08-25,29.95
AMD,2026-08-26,30.86
AMD,2026-08-27,30.52
AMD,2026-08-28,29.91
AMD,2026-08-31,29.12
AMD,2026-09-01,28.42
AMD,2026-09-02,28.63
AMD,2026-09-03,29.61
AMD,2026-09-04,29.88
AMZN,2025-06-02,98.21
AMZN,2025-06-03,96.95
AMZN,2025-06-04,98.05
AMZN,2025-06-05,99.19
AMZN,2025-06-06,97.25
AMZN,2025-06-09,95.04
AMZN,2025-06-10,95.66
AMZN,2025-06-11,96.20
AMZN,2025-06-12,93.76
AMZN,2025-06-13,93.44
AMZN,2025-06-16,92.49
AMZN,2025-06-17,93.41
AMZN,2025-06-18,93.26
AMZN,2025-06-19,93.16
AMZN,2025-06-20,92.57
AMZN,2025-06-23,94.59
AMZN,2025-06-24,97.28
AMZN,2025-06-25,96.64
AMZN,2025-06-26,98.34
AMZN,2025-06-27,96.92
AMZN,2025-06-30,97.13
AMZN,2025-07-01,98.65
AMZN,2025-07-02,101.71
AMZN,2025-07-03,101.00
AMZN,2025-07-04,100.93
AMZN,2025-07-07,101.39
AMZN,2025-07-08,98.43
AMZN,2025-07-09,98.53
AMZN,2025-07-10,97.26
AMZN,2025-07-11,98.06
AMZN,2025-07-14,95.91
AMZN,2025-07-15,92.18
AMZN,2025-07-16,92.32
AMZN,2025-07-17,92.87
AMZN,2025-07-18,91.91
AMZN,2025-07-21,93.61
AMZN,2025-07-22,93.16
AMZN,2025-07-23,92.10
AMZN,2025-07-24,93.05
AMZN,2025-07-25,90.19
AMZN,2025-07-28,89.04
AMZN,2025-07-29,89.06
AMZN,2025-07-30,90.64
AMZN,2025-07-31,90.40
AMZN,2025-08-01,91.03
AMZN,2025-08-04,89.90
AMZN,2025-08-05,90.50
AMZN,2025-08-06,93.58
AMZN,2025-08-07,92.36
AMZN,2025-08-08,96.79
AMZN,2025-08-11,95.62
AMZN,2025-08-12,95.72
AMZN,2025-08-13,96.11
AMZN,2025-08-14,98.15
AMZN,2025-08-15,95.79
AMZN,2025-08-18,91.84
AMZN,2025-08-19,93.01
AMZN,2025-08-20,94.56
AMZN,2025-08-21,95.80
AMZN,2025-08-22,100.91
AMZN,2025-08-25,101.40
AMZN,2025-08-26,101.98
AMZN,2025-08-27,103.95
AMZN,2025-08-28,104.79
AMZN,2025-08-29,108.35
AMZN,2025-09-01,105.74
AMZN,2025-09-02,105.02
AMZN,2025-09-03,97.86
AMZN,2025-09-04,99.52
AMZN,2025-09-05,98.85
AMZN,2025-09-08,100.75
AMZN,2025-09-09,105.16
AMZN,2025-09-10,105.22
AMZN,2025-09-11,104.76
AMZN,2025-09-12,103.78
AMZN,2025-09-15,102.12
AMZN,2025-09-16,100.90
AMZN,2025-09-17,102.26
AMZN,2025-09-18,102.41
AMZN,2025-09-19,102.62
AMZN,2025-09-22,102.34
AMZN,2025-09-23,104.28
AMZN,2025-09-24,105.38
AMZN,2025-09-25,105.16
AMZN,2025-09-26,106.63
AMZN,2025-09-29,106.38
AMZN,2025-09-30,104.00
AMZN,2025-10-01,107.10
AMZN,2025-10-02,108.18
AMZN,2025-10-03,106.18
AMZN,2025-10-06,108.55
AMZN,2025-10-07,109.37
AMZN,2025-10-08,106.03
AMZN,2025-10-09,109.52
AMZN,2025-10-10,110.32
AMZN,2025-10-13,112.37
AMZN,2025-10-14,112.89
AMZN,2025-10-15,112.63
AMZN,2025-10-16,109.23
AMZN,2025-10-17,111.43
AMZN,2025-10-20,111.57
AMZN,2025-10-21,111.01
AMZN,2025-10-22,111.87
AMZN,2025-10-23,112.12
AMZN,2025-10-24,113.71
AMZN,2025-10-27,112.95
AMZN,2025-10-28,112.95
AMZN,2025-10-29,108.20
AMZN,2025-10-30,107.36
AMZN,2025-10-31,108.88
AMZN,2025-11-03,111.87
AMZN,2025-11-04,111.13
AMZN,2025-11-05,110.94
AMZN,2025-11-06,114.53
AMZN,2025-11-07,113.87
AMZN,2025-11-10,115.62
AMZN,2025-11-11,119.58
AMZN,2025-11-12,119.76
AMZN,2025-11-13,122.79
AMZN,2025-11-14,121.13
AMZN,2025-11-17,121.72
AMZN,2025-11-18,121.61
AMZN,2025-11-19,121.98
AMZN,2025-11-20,124.82
AMZN,2025-11-21,130.87
AMZN,2025-11-24,129.22
AMZN,2025-11-25,127.83
AMZN,2025-11-26,129.19
AMZN,2025-11-27,126.55
AMZN,2025-11-28,127.90
AMZN,2025-12-01,129.45
AMZN,2025-12-02,128.83
AMZN,2025-12-03,130.29
AMZN,2025-12-04,126.34
AMZN,2025-12-05,128.35
AMZN,2025-12-08,124.47
AMZN,2025-12-09,122.83
AMZN,2025-12-10,121.55
AMZN,2025-12-11,120.66
AMZN,2025-12-12,122.82
AMZN,2025-12-15,123.10
AMZN,2025-12-16,122.21
AMZN,2025-12-17,123.63
AMZN,2025-12-18,127.62
AMZN,2025-12-19,127.73
AMZN,2025-12-22,128.75
AMZN,2025-12-23,132.04
AMZN,2025-12-24,132.84
AMZN,2025-12-25,129.52
AMZN,2025-12-26,136.06
AMZN,2025-12-29,142.17
AMZN,2025-12-30,136.62
AMZN,2025-12-31,136.61
AMZN,2026-01-01,137.85
AMZN,2026-01-02,140.61
AMZN,2026-01-05,142.59
AMZN,2026-01-06,141.91
AMZN,2026-01-07,139.02
AMZN,2026-01-08,139.40
AMZN,2026-01-09,142.38
AMZN,2026-01-12,139.38
AMZN,2026-01-13,136.62
AMZN,2026-01-14,136.64
AMZN,2026-01-15,131.45
AMZN,2026-01-16,130.85
AMZN,2026-01-19,129.80
AMZN,2026-01-20,131.07
AMZN,2026-01-21,129.32
AMZN,2026-01-22,127.13
AMZN,2026-01-23,126.22
AMZN,2026-01-26,126.18
AMZN,2026-01-27,124.59
AMZN,2026-01-28,124.71
AMZN,2026-01-29,126.67
AMZN,2026-01-30,129.76
AMZN,2026-02-02,134.27
AMZN,2026-02-03,132.26
AMZN,2026-02-04,131.25
AMZN,2026-02-05,124.82
AMZN,2026-02-06,129.65
AMZN,2026-02-09,127.86
AMZN,2026-02-10,127.87
AMZN,2026-02-11,129.29
AMZN,2026-02-12,125.87
AMZN,2026-02-13,127.13
AMZN,2026-02-16,127.15
AMZN,2026-02-17,122.60
AMZN,2026-02-18,123.40
AMZN,2026-02-19,126.43
AMZN,2026-02-20,121.80
AMZN,2026-02-23,123.85
AMZN,2026-02-24,124.46
AMZN,2026-02-25,125.73
AMZN,2026-02-26,126.93
AMZN,2026-02-27,130.33
AMZN,2026-03-02,129.83
AMZN,2026-03-03,132.19
AMZN,2026-03-04,131.20
AMZN,2026-03-05,133.21
AMZN,2026-03-06,131.13
AMZN,2026-03-09,130.94
AMZN,2026-03-10,135.56
AMZN,2026-03-11,136.87
AMZN,2026-03-12,136.53
AMZN,2026-03-13,133.50
AMZN,2026-03-16,131.49
AMZN,2026-03-17,132.09
AMZN,2026-03-18,134.66
AMZN,2026-03-19,135.90
AMZN,2026-03-20,137.42
AMZN,2026-03-23,137.41
AMZN,2026-03-24,141.22
AMZN,2026-03-25,140.21
AMZN,2026-03-26,138.77
AMZN,2026-03-27,141.33
AMZN,2026-03-30,141.61
AMZN,2026-03-31,140.92
AMZN,2026-04-01,139.40
AMZN,2026-04-02,138.78
AMZN,2026-04-03,140.61
AMZN,2026-04-06,141.70
AMZN,2026-04-07,138.38
AMZN,2026-04-08,139.65
AMZN,2026-04-09,140.25
AMZN,2026-04-10,137.54
AMZN,2026-04-13,139.77
AMZN,2026-04-14,139.08
AMZN,2026-04-15,138.25
AMZN,2026-04-16,140.54
AMZN,2026-04-17,144.36
AMZN,2026-04-20,142.47
AMZN,2026-04-21,143.82
AMZN,2026-04-22,141.40
AMZN,2026-04-23,148.04
